"year","locationabbr","locationdesc","datasource","topictype","topicdesc","measuredesc","variable","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","geolocation","topic_type_id","topic_id","measure_id","submeasureid","displayorder"
"2005","MN","Minnesota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","318.5",,,"
, MN 
(46.355648736, -94.794200503)","HLT","501HLT","520SAE","SAE002","02"
"2007","CO","Colorado","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","876.2",,,"
, CO 
(38.843840757, -106.133610921)","HLT","501HLT","520SAE","SAE003","03"
"2005","UT","Utah","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","419.5","†","Excludes dental expenditures","
, UT 
(39.360700171, -111.587130635)","HLT","501HLT","520SAE","SAE001","01"
"2005","MT","Montana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","20.7","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, MT 
(47.066528972, -109.424420645)","HLT","501HLT","520SAE","SAE006","06"
"2009","CT","Connecticut","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","149.6","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, CT 
(41.56266102, -72.649840952)","HLT","501HLT","520SAE","SAE006","06"
"2007","NC","North Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","474.1",,,"
, NC 
(35.466220975, -79.159250463)","HLT","501HLT","520SAE","SAE002","02"
"2005","KS","Kansas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","920.3","†","Excludes dental expenditures","
, KS 
(38.3477403, -98.200781227)","HLT","501HLT","520SAE","SAE001","01"
"2008","KY","Kentucky","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","361.2",,,"
, KY 
(37.645970271, -84.774971048)","HLT","501HLT","520SAE","SAE004","04"
"2009","MA","Massachusetts","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","4080.7","†","Excludes dental expenditures","
, MA 
(42.27687047, -72.082690675)","HLT","501HLT","520SAE","SAE001","01"
"2009","OR","Oregon","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","111","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, OR 
(44.567449424, -120.155031326)","HLT","501HLT","520SAE","SAE006","06"
"2007","NE","Nebraska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","739.8","†","Excludes dental expenditures","
, NE 
(41.641040988001, -99.365720623)","HLT","501HLT","520SAE","SAE001","01"
"2005","CA","California","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","620.5","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, CA 
(37.638640123, -120.999999538)","HLT","501HLT","520SAE","SAE006","06"
"2008","IA","Iowa","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","128.5",,,"
, IA 
(42.469400913, -93.816490556)","HLT","501HLT","520SAE","SAE005","05"
"2009","LA","Louisiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","122",,,"
, LA 
(31.312660644, -92.445680071)","HLT","501HLT","520SAE","SAE005","05"
"2008","KS","Kansas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","1080.2","†","Excludes dental expenditures","
, KS 
(38.3477403, -98.200781227)","HLT","501HLT","520SAE","SAE001","01"
"2007","NC","North Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","3438.6","†","Excludes dental expenditures","
, NC 
(35.466220975, -79.159250463)","HLT","501HLT","520SAE","SAE001","01"
"2006","IN","Indiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","124.7","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, IN 
(39.766910452, -86.149960194)","HLT","501HLT","520SAE","SAE006","06"
"2009","DE","Delaware","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","31.2","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, DE 
(39.008830667, -75.577741168)","HLT","501HLT","520SAE","SAE006","06"
"2006","VA","Virginia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","123.1","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, VA 
(37.542680674, -78.457890463)","HLT","501HLT","520SAE","SAE006","06"
"2006","MO","Missouri","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","2424.9","†","Excludes dental expenditures","
, MO 
(38.635790776, -92.566300053)","HLT","501HLT","520SAE","SAE001","01"
"2009","NE","Nebraska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","795.2","†","Excludes dental expenditures","
, NE 
(41.641040988001, -99.365720623)","HLT","501HLT","520SAE","SAE001","01"
"2007","ND","North Dakota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","155.5",,,"
, ND 
(47.475319779, -100.118421049)","HLT","501HLT","520SAE","SAE003","03"
"2006","NE","Nebraska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","400.5",,,"
, NE 
(41.641040988001, -99.365720623)","HLT","501HLT","520SAE","SAE003","03"
"2008","OH","Ohio","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","911.7",,,"
, OH 
(40.060210141, -82.404260056)","HLT","501HLT","520SAE","SAE004","04"
"2007","GA","Georgia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","1484.1",,,"
, GA 
(32.839681093, -83.627580346)","HLT","501HLT","520SAE","SAE003","03"
"2005","OR","Oregon","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","222.7",,,"
, OR 
(44.567449424, -120.155031326)","HLT","501HLT","520SAE","SAE002","02"
"2009","UT","Utah","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","111.2",,,"
, UT 
(39.360700171, -111.587130635)","HLT","501HLT","520SAE","SAE004","04"
"2005","SD","South Dakota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","29.4",,,"
, SD 
(44.353130053, -100.373530637)","HLT","501HLT","520SAE","SAE005","05"
"2008","SD","South Dakota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","48.9",,,"
, SD 
(44.353130053, -100.373530637)","HLT","501HLT","520SAE","SAE004","04"
"2006","NV","Nevada","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","916.3","†","Excludes dental expenditures","
, NV 
(39.49324039, -117.071840564)","HLT","501HLT","520SAE","SAE001","01"
"2009","MA","Massachusetts","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","611.1",,,"
, MA 
(42.27687047, -72.082690675)","HLT","501HLT","520SAE","SAE004","04"
"2008","HI","Hawaii","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","30.8",,,"
, HI 
(21.304850435, -157.857749403)","HLT","501HLT","520SAE","SAE005","05"
"2005","GA","Georgia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","2620","†","Excludes dental expenditures","
, GA 
(32.839681093, -83.627580346)","HLT","501HLT","520SAE","SAE001","01"
"2008","AZ","Arizona","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","130.1","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, AZ 
(34.86597028, -111.763811277)","HLT","501HLT","520SAE","SAE006","06"
"2007","DC","District of Columbia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","17.4","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, DC 
(38.890371385, -77.031961127)","HLT","501HLT","520SAE","SAE006","06"
"2009","WI","Wisconsin","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","1424.7",,,"
, WI 
(44.393191174, -89.816370742)","HLT","501HLT","520SAE","SAE003","03"
"2005","VT","Vermont","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","47.7",,,"
, VT 
(43.625381239, -72.517640791)","HLT","501HLT","520SAE","SAE004","04"
"2006","AR","Arkansas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","530.1",,,"
, AR 
(34.748650124, -92.274490743)","HLT","501HLT","520SAE","SAE003","03"
"2008","WV","West Virginia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","193.6",,,"
, WV 
(38.665510202, -80.712640135)","HLT","501HLT","520SAE","SAE004","04"
"2006","WI","Wisconsin","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","1237.3",,,"
, WI 
(44.393191174, -89.816370742)","HLT","501HLT","520SAE","SAE003","03"
"2006","DC","District of Columbia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","15.9","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, DC 
(38.890371385, -77.031961127)","HLT","501HLT","520SAE","SAE006","06"
"2008","NH","New Hampshire","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","39.1","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, NH 
(43.655950113, -71.50036092)","HLT","501HLT","520SAE","SAE006","06"
"2005","ND","North Dakota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","253.7","†","Excludes dental expenditures","
, ND 
(47.475319779, -100.118421049)","HLT","501HLT","520SAE","SAE001","01"
"2007","MS","Mississippi","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","1142.6","†","Excludes dental expenditures","
, MS 
(32.745510099, -89.538030825)","HLT","501HLT","520SAE","SAE001","01"
"2006","WY","Wyoming","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","35.1",,,"
, WY 
(43.235541343, -108.109830353)","HLT","501HLT","520SAE","SAE004","04"
"2006","MI","Michigan","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","286.6",,,"
, MI 
(44.661319543001, -84.71439027)","HLT","501HLT","520SAE","SAE005","05"
"2007","VT","Vermont","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","189.8",,,"
, VT 
(43.625381239, -72.517640791)","HLT","501HLT","520SAE","SAE003","03"
"2008","AL","Alabama","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","94.8","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, AL 
(32.840571122, -86.631860762)","HLT","501HLT","520SAE","SAE006","06"
"2006","NM","New Mexico","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","30.9",,,"
, NM 
(34.520880952, -106.240580985)","HLT","501HLT","520SAE","SAE005","05"
"2009","HI","Hawaii","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","103.5",,,"
, HI 
(21.304850435, -157.857749403)","HLT","501HLT","520SAE","SAE004","04"
"2005","MD","Maryland","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","102.2","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, MD 
(39.290580964, -76.609260111)","HLT","501HLT","520SAE","SAE006","06"
"2006","MT","Montana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","48.9",,,"
, MT 
(47.066528972, -109.424420645)","HLT","501HLT","520SAE","SAE002","02"
"2005","CO","Colorado","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","231.3",,,"
, CO 
(38.843840757, -106.133610921)","HLT","501HLT","520SAE","SAE004","04"
"2009","WA","Washington","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","2811.9","†","Excludes dental expenditures","
, WA 
(47.522278629, -120.47001079)","HLT","501HLT","520SAE","SAE001","01"
"2005","UT","Utah","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","61.6",,,"
, UT 
(39.360700171, -111.587130635)","HLT","501HLT","520SAE","SAE002","02"
